ogg,gene_id,orthodb_id,scaffolds,level_code,level
EOG091C094Q,LOC105455205,23055788,NW_012026983.1:95654-97970,7434,Aculeata
EOG091C0N9R,LOC105456831,23055790,NW_012027365.1:10830-12008,7434,Aculeata
EOG091C0IMP,LOC105453955,23055794,NW_012026900.1:199916-257892,7434,Aculeata
EOG091C0ATM,LOC105453956,23055795,NW_012026900.1:272124-281158,7434,Aculeata
EOG091C0BMG,LOC105453957,23055796,NW_012026900.1:263612-271888,7434,Aculeata
EOG091C07X9,LOC105453958,23055798,NW_012026900.1:289582-401035,7434,Aculeata
EOG091C0E8H,LOC105453960,23055800,NW_012026900.1:442605-444959,7434,Aculeata
EOG091C0JAA,LOC105453960,23055801,NW_012026900.1:440454-443104,7434,Aculeata
EOG091C09BN,LOC105453961,23055802,NW_012026900.1:445984-448732,7434,Aculeata
EOG091C0FFZ,LOC105453962,23055803,NW_012026900.1:506421-511344,7434,Aculeata
EOG091C0D8C,LOC105453963,23055804,NW_012026900.1:501112-504776,7434,Aculeata
EOG091C0CVX,LOC105453965,23055807,NW_012026900.1:487839-489588,7434,Aculeata
EOG091C0KLK,LOC105453966,23055810,NW_012026900.1:569431-575575,7434,Aculeata
EOG091C0C88,LOC105453968,23055812,NW_012026900.1:524319-607481,7434,Aculeata
EOG091C0A1F,LOC105453970,23055814,NW_012026900.1:614152-618131,7434,Aculeata
EOG091C0CPS,LOC105453971,23055815,NW_012026900.1:619095-620680,7434,Aculeata
EOG091C07PO,LOC105453972,23055816,NW_012026900.1:621327-625239,7434,Aculeata
EOG091C02RI,LOC105453973,23055817,NW_012026900.1:625514-632339,7434,Aculeata
EOG090X04UK,LOC105449509,23055820,NW_012027695.1:3099-3593,6656,Arthropoda
EOG090X00RK,LOC105449509,23055821,NW_012027695.1:4689-9232,6656,Arthropoda
EOG091C0RFS,LOC105450183,23055824,NW_012027773.1:109-536,7434,Aculeata
EOG091C05PA,LOC105457144,23055825,NW_012027525.1:12526-21795,7434,Aculeata
EOG091C05PA,LOC105457146,23055826,NW_012027525.1:24102-26916,7434,Aculeata
EOG091C0JSF,LOC105457126,23055827,NW_012027525.1:214237-215246,7434,Aculeata
EOG091C00HQ,LOC105457147,23055828,NW_012027525.1:440570-451460,7434,Aculeata
EOG091C0Q6I,LOC105455927,23055829,NW_012027360.1:12556-16285,7434,Aculeata
EOG091C0K9P,LOC105449736,23055830,NW_012027360.1:17733-20946,7434,Aculeata
EOG091C05FP,LOC105457307,23055831,NW_012027597.1:8554-11638,7434,Aculeata
EOG091C0I3V,LOC105450319,23055834,NW_012027597.1:15122-22145,7434,Aculeata
EOG091C047S,LOC105457020,23055835,NW_012027487.1:7539-13264,7434,Aculeata
EOG091C023W,LOC105457021,23055836,NW_012027487.1:14789-35284,7434,Aculeata
EOG091C0OOP,LOC105458288,23055837,NW_012028338.1:11107-16174,7434,Aculeata
EOG091B060F,LOC105460508,23055838,NW_012027421.1:4557-11646,7399,Hymenoptera
EOG090X02BM,LOC105456959,23055839,NW_012027421.1:17337-18264,6656,Arthropoda
EOG091C0K6B,LOC105449745,23055840,NW_012027285.1:17629-17920,7434,Aculeata
EOG091G0E9X,LOC105456136,23055843,NW_012027128.1:4877-7197,33208,Metazoa
EOG091B0MC5,LOC105454933,23055850,NW_012026919.1:8567-15002,7399,Hymenoptera
EOG091C0L9T,LOC105455747,23055853,NW_012027044.1:13803-16579,7434,Aculeata
EOG090X1A7M,LOC105456897,23055856,NW_012027694.1:2974-4296,6656,Arthropoda
EOG090X0NOX,LOC105456460,23055857,NW_012027218.1:18416-18898,6656,Arthropoda
EOG091G0JNC,LOC105456710,23055858,NW_012027321.1:35851-36591,33208,Metazoa
EOG091C0Q6J,LOC105449464,23055864,NW_012028192.1:80-8268,7434,Aculeata
EOG091B0R6P,LOC105457342,23055872,NW_012027420.1:5839-6167,7399,Hymenoptera
EOG091C0ESX,LOC105456839,23055876,NW_012027376.1:28733-32298,7434,Aculeata
EOG091C04HE,LOC105456840,23055877,NW_012027376.1:23494-28612,7434,Aculeata
EOG091C0HJB,LOC105456841,23055878,NW_012027376.1:33514-34522,7434,Aculeata
EOG091C0CZT,LOC105456843,23055879,NW_012027376.1:34611-41007,7434,Aculeata
EOG091C04HY,LOC105456844,23055880,NW_012027376.1:45808-51684,7434,Aculeata
EOG091C031I,LOC105456845,23055881,NW_012027376.1:52206-74278,7434,Aculeata
EOG091C07C0,LOC105456846,23055882,NW_012027376.1:74391-77658,7434,Aculeata
EOG091C0DU9,LOC105456847,23055883,NW_012027376.1:77812-80055,7434,Aculeata
EOG091C0KKR,LOC105456849,23055884,NW_012027376.1:84288-85979,7434,Aculeata
EOG091C06VH,LOC105456850,23055885,NW_012027376.1:80620-84106,7434,Aculeata
EOG091C042H,LOC105456851,23055886,NW_012027376.1:86120-91483,7434,Aculeata
EOG091C0C8C,LOC105456852,23055888,NW_012027376.1:94895-96755,7434,Aculeata
EOG091C0LWL,LOC105456853,23055889,NW_012027376.1:96775-97954,7434,Aculeata
EOG091C0IMT,LOC105456854,23055890,NW_012027376.1:98066-102335,7434,Aculeata
EOG091C0220,LOC105456855,23055891,NW_012027376.1:110128-113811,7434,Aculeata
EOG091C07LP,LOC105456856,23055892,NW_012027376.1:104527-115154,7434,Aculeata
EOG091C0909,LOC105456857,23055894,NW_012027376.1:119021-121874,7434,Aculeata
EOG091C0IV3,LOC105456859,23055895,NW_012027376.1:141447-142665,7434,Aculeata
EOG091C08AZ,LOC105456860,23055896,NW_012027376.1:122659-141356,7434,Aculeata
EOG091C0GGY,LOC105456862,23055900,NW_012027376.1:209897-212569,7434,Aculeata
EOG091C0BR4,LOC105456863,23055901,NW_012027376.1:214201-217035,7434,Aculeata
EOG091C0C24,LOC105456864,23055902,NW_012027376.1:217260-220196,7434,Aculeata
EOG091C0DQD,LOC105456865,23055903,NW_012027376.1:226693-229939,7434,Aculeata
EOG091C0AJK,LOC105456867,23055904,NW_012027376.1:220480-224323,7434,Aculeata
EOG091C0D0U,LOC105456868,23055905,NW_012027376.1:233074-258270,7434,Aculeata
EOG091C056I,LOC105456302,23055907,NW_012027376.1:297073-356611,7434,Aculeata
EOG091C0BDN,LOC105456870,23055908,NW_012027376.1:272654-284004,7434,Aculeata
EOG091C0FKE,LOC105456872,23055909,NW_012027376.1:269993-288290,7434,Aculeata
EOG091C02MX,LOC105456873,23055911,NW_012027376.1:433222-443813,7434,Aculeata
EOG091C06VD,LOC105456874,23055912,NW_012027376.1:444572-449522,7434,Aculeata
EOG091C02MQ,LOC105456875,23055913,NW_012027376.1:452134-458521,7434,Aculeata
EOG091C01QL,LOC105456876,23055914,NW_012027376.1:463825-707732,7434,Aculeata
EOG091C037D,LOC105456879,23055918,NW_012027376.1:509968-531059,7434,Aculeata
EOG091C0913,LOC105456880,23055919,NW_012027376.1:458701-463367,7434,Aculeata
EOG091C0CQP,LOC105456881,23055920,NW_012027376.1:710511-713050,7434,Aculeata
EOG091C0E2M,LOC105456301,23055922,NW_012027169.1:196840-199840,7434,Aculeata
EOG091C07MQ,LOC105456302,23055924,NW_012027169.1:173408-176000,7434,Aculeata
EOG091C07MQ,LOC105456303,23055925,NW_012027169.1:164751-170999,7434,Aculeata
EOG091C06NH,LOC105452941,23055935,NW_012026867.1:64659-69824,7434,Aculeata
EOG091C0GJH,LOC105452943,23055937,NW_012026867.1:48521-51674,7434,Aculeata
EOG091C0BFB,LOC105452944,23055938,NW_012026867.1:45494-48434,7434,Aculeata
EOG091C0FH3,LOC105452945,23055940,NW_012026867.1:73568-77087,7434,Aculeata
EOG091C0CPQ,LOC105452946,23055941,NW_012026867.1:70299-73477,7434,Aculeata
EOG091C05HT,LOC105452947,23055942,NW_012026867.1:77544-85682,7434,Aculeata
EOG091C0BZQ,LOC105452948,23055943,NW_012026867.1:86970-90671,7434,Aculeata
EOG090X0KVZ,LOC105452950,23055945,NW_012026867.1:94118-96623,6656,Arthropoda
EOG091C0ADC,LOC105452965,23055946,NW_012026867.1:93375-93818,7434,Aculeata
EOG091C0BZQ,LOC105452951,23055947,NW_012026867.1:91017-92481,7434,Aculeata
EOG091C0IDD,LOC105452952,23055949,NW_012026867.1:107658-188750,7434,Aculeata
EOG091C06M4,LOC105452953,23055950,NW_012026867.1:102620-105822,7434,Aculeata
EOG091C0IWV,LOC105452954,23055951,NW_012026867.1:192490-193636,7434,Aculeata
EOG091C068W,LOC105452955,23055952,NW_012026867.1:194544-197989,7434,Aculeata
EOG091C0A8V,LOC105452957,23055953,NW_012026867.1:206525-246848,7434,Aculeata
EOG091C0FFN,LOC105452958,23055954,NW_012026867.1:254094-255701,7434,Aculeata
EOG091C0JZ9,LOC105452959,23055955,NW_012026867.1:256467-258578,7434,Aculeata
EOG091C0KW4,LOC105452960,23055956,NW_012026867.1:326063-338257,7434,Aculeata
EOG091C03N2,LOC105452961,23055957,NW_012026867.1:258671-352764,7434,Aculeata
EOG091C02OF,LOC105452962,23055958,NW_012026867.1:409556-413009,7434,Aculeata
EOG091C0JOF,LOC105452963,23055959,NW_012026867.1:408133-409558,7434,Aculeata
EOG091C0BZQ,LOC105452964,23055960,NW_012026867.1:415380-418942,7434,Aculeata
EOG091C0ADC,LOC105452965,23055961,NW_012026867.1:413082-415265,7434,Aculeata
EOG091C04IN,LOC105452966,23055963,NW_012026867.1:419286-433784,7434,Aculeata
EOG091C0731,LOC105452967,23055965,NW_012026867.1:434029-451684,7434,Aculeata
EOG091C066I,LOC105452968,23055966,NW_012026867.1:452011-455881,7434,Aculeata
EOG091C01NK,LOC105452969,23055967,NW_012026867.1:459726-467194,7434,Aculeata
EOG091C0F2N,LOC105452970,23055968,NW_012026867.1:468235-471625,7434,Aculeata
EOG091C0BJQ,LOC105452972,23055969,NW_012026867.1:481811-484707,7434,Aculeata
EOG091C05YK,LOC105452972,23055970,NW_012026867.1:472510-482008,7434,Aculeata
EOG091C0A3I,LOC105452973,23055971,NW_012026867.1:486217-489596,7434,Aculeata
EOG091C033T,LOC105452974,23055972,NW_012026867.1:490722-494826,7434,Aculeata
EOG091C077C,LOC105452976,23055975,NW_012026867.1:497769-547661,7434,Aculeata
EOG091C0BMB,LOC105452977,23055976,NW_012026867.1:548636-553676,7434,Aculeata
EOG091C0891,LOC105452979,23055978,NW_012026867.1:983890-989713,7434,Aculeata
EOG091C004B,LOC105452982,23055983,NW_012026867.1:569899-1098267,7434,Aculeata
EOG091C0FVH,LOC105452984,23055985,NW_012026867.1:1316137-1328963,7434,Aculeata
EOG091C0MZZ,LOC105452985,23055986,NW_012026867.1:1295282-1296868,7434,Aculeata
EOG091C00GK,LOC105452986,23055987,NW_012026867.1:1284556-1298845,7434,Aculeata
EOG091C07T7,LOC105452988,23055989,NW_012026867.1:1240532-1283304,7434,Aculeata
EOG091C01A9,LOC105452988,23055990,NW_012026867.1:1264212-1332023,7434,Aculeata
EOG091C098N,LOC105452990,23055992,NW_012026867.1:1339754-1345485,7434,Aculeata
EOG091C08LN,LOC105452991,23055994,NW_012026867.1:1349216-1352305,7434,Aculeata
EOG091C02J3,LOC105452992,23055995,NW_012026867.1:1358731-1365545,7434,Aculeata
EOG091C098N,LOC105452993,23055996,NW_012026867.1:1352902-1358652,7434,Aculeata
EOG091C023Q,LOC105452995,23055997,NW_012026867.1:1366442-1491782,7434,Aculeata
EOG091C05WN,LOC105452996,23055999,NW_012026867.1:1501830-1505784,7434,Aculeata
EOG091C02SE,LOC105452997,23056000,NW_012026867.1:1506805-1516299,7434,Aculeata
EOG091C0DD4,LOC105452999,23056002,NW_012026867.1:1519152-1522538,7434,Aculeata
EOG091C05EH,LOC105453033,23056003,NW_012026867.1:1526965-1540375,7434,Aculeata
EOG091C099Z,LOC105453001,23056005,NW_012026867.1:1608394-1612067,7434,Aculeata
EOG091C0EON,LOC105453002,23056007,NW_012026867.1:1575021-1581408,7434,Aculeata
EOG091C02YY,LOC105453004,23056010,NW_012026867.1:1544221-1562016,7434,Aculeata
EOG091C05QH,LOC105453006,23056012,NW_012026867.1:1613025-1621541,7434,Aculeata
EOG091C026U,LOC105453007,23056013,NW_012026867.1:1623343-1626743,7434,Aculeata
EOG091C026Q,LOC105453008,23056016,NW_012026867.1:1674598-1695338,7434,Aculeata
EOG091C0C6Y,LOC105453009,23056017,NW_012026867.1:1696339-1700334,7434,Aculeata
EOG090X09FG,LOC105453010,23056018,NW_012026867.1:1702825-1706093,6656,Arthropoda
EOG091C0EA1,LOC105453011,23056019,NW_012026867.1:1711395-1714797,7434,Aculeata
EOG091C0A5N,LOC105453013,23056020,NW_012026867.1:1714861-1718264,7434,Aculeata
EOG091C0MCO,LOC105453014,23056021,NW_012026867.1:1736321-1738479,7434,Aculeata
EOG091C0K58,LOC105453015,23056022,NW_012026867.1:1722932-1724168,7434,Aculeata
EOG091C0K58,LOC105453016,23056023,NW_012026867.1:1719975-1721006,7434,Aculeata
EOG091C01MX,LOC105453017,23056024,NW_012026867.1:1739957-1746966,7434,Aculeata
EOG091C08L3,LOC105453018,23056025,NW_012026867.1:1748084-1751425,7434,Aculeata
EOG091C049I,LOC105453019,23056026,NW_012026867.1:1751537-1753996,7434,Aculeata
EOG091C06OE,LOC105453020,23056027,NW_012026867.1:1760196-1763428,7434,Aculeata
EOG091C01EM,LOC105453021,23056028,NW_012026867.1:1754572-1760143,7434,Aculeata
EOG091C0G4W,LOC105453022,23056030,NW_012026867.1:1787187-1789855,7434,Aculeata
EOG091C01Z8,LOC105453023,23056031,NW_012026867.1:1767657-1784798,7434,Aculeata
EOG091C071T,LOC105453024,23056032,NW_012026867.1:1791366-1794215,7434,Aculeata
EOG091C0DHG,LOC105453025,23056033,NW_012026867.1:1796904-1803228,7434,Aculeata
EOG090X09FG,LOC105453026,23056035,NW_012026867.1:1810221-1812277,6656,Arthropoda
EOG090X00EI,LOC105450246,23056036,NW_012027122.1:53-321,6656,Arthropoda
EOG091C0JWO,LOC105450213,23056041,NW_012027122.1:17472-18323,7434,Aculeata
EOG090X00EI,LOC105450246,23056042,NW_012027122.1:19369-24533,6656,Arthropoda
EOG091C0NJA,LOC105455741,23056044,NW_012027037.1:14686-16869,7434,Aculeata
EOG091C079P,LOC105462521,23056045,NW_012026819.1:48598-77192,7434,Aculeata
EOG091C09BP,LOC105449819,23056050,NW_012026819.1:263154-266419,7434,Aculeata
EOG091C0877,LOC105449821,23056051,NW_012026819.1:274924-282127,7434,Aculeata
EOG091C0HP6,LOC105449822,23056052,NW_012026819.1:296428-297868,7434,Aculeata
EOG091C0BNN,LOC105449824,23056053,NW_012026819.1:305916-309536,7434,Aculeata
EOG091C09SO,LOC105449824,23056054,NW_012026819.1:304447-306022,7434,Aculeata
EOG091C02ND,LOC105449825,23056055,NW_012026819.1:311543-316851,7434,Aculeata
EOG091B0N73,LOC105449826,23056057,NW_012026819.1:319425-320773,7399,Hymenoptera
EOG091C0JZY,LOC105449827,23056058,NW_012026819.1:324313-325529,7434,Aculeata
EOG091C0BD1,LOC105449828,23056059,NW_012026819.1:325625-326896,7434,Aculeata
EOG091C0KI6,LOC105449966,23056062,NW_012026819.1:399475-405954,7434,Aculeata
EOG091C0C2E,LOC105453534,23056065,NW_012026819.1:417687-431950,7434,Aculeata
EOG091C0F6Y,LOC105453534,23056069,NW_012026819.1:423710-428321,7434,Aculeata
EOG091C0IVX,LOC105449834,23056074,NW_012026819.1:406373-420138,7434,Aculeata
EOG091C0HJC,LOC105449836,23056075,NW_012026819.1:447988-451753,7434,Aculeata
EOG091C0GCN,LOC105449837,23056077,NW_012026819.1:444948-446974,7434,Aculeata
EOG091C03C0,LOC105449839,23056079,NW_012026819.1:433316-444715,7434,Aculeata
EOG091C0996,LOC105449840,23056080,NW_012026819.1:452688-457561,7434,Aculeata
EOG091C0EK9,LOC105449841,23056081,NW_012026819.1:458338-463397,7434,Aculeata
EOG091C092B,LOC105449842,23056082,NW_012026819.1:465610-470556,7434,Aculeata
EOG091C0J3O,LOC105449843,23056083,NW_012026819.1:470669-475649,7434,Aculeata
EOG091C0N0E,LOC105449844,23056084,NW_012026819.1:483847-484924,7434,Aculeata
EOG091C0J3O,LOC105449847,23056087,NW_012026819.1:496608-501089,7434,Aculeata
EOG090W0D98,LOC105449848,23056088,NW_012026819.1:501755-507423,50557,Insecta
EOG091C01UG,LOC105449849,23056090,NW_012026819.1:507461-517713,7434,Aculeata
EOG091C0BI5,LOC105449851,23056093,NW_012026819.1:522734-526425,7434,Aculeata
EOG091C007A,LOC105449852,23056095,NW_012026819.1:527613-541201,7434,Aculeata
EOG091C0OIY,LOC105449968,23056096,NW_012026819.1:543623-548601,7434,Aculeata
EOG091C0KHU,LOC105449854,23056097,NW_012026819.1:549328-551043,7434,Aculeata
EOG091C0JUH,LOC105449856,23056098,NW_012026819.1:553119-554749,7434,Aculeata
EOG091C0KCP,LOC105449856,23056099,NW_012026819.1:551084-553659,7434,Aculeata
EOG091C05GN,LOC105449857,23056100,NW_012026819.1:556886-567674,7434,Aculeata
EOG091C090H,LOC105449858,23056101,NW_012026819.1:569237-572935,7434,Aculeata
EOG091C09W8,LOC105462541,23056102,NW_012026819.1:573111-575702,7434,Aculeata
EOG091C07GO,LOC105449860,23056103,NW_012026819.1:576013-585257,7434,Aculeata
EOG091C0CQK,LOC105449861,23056105,NW_012026819.1:585409-588697,7434,Aculeata
EOG091C0ARL,LOC105449862,23056106,NW_012026819.1:589910-600221,7434,Aculeata
EOG091C0DN7,LOC105449863,23056108,NW_012026819.1:600643-622639,7434,Aculeata
EOG091C0E1K,LOC105452142,23056109,NW_012026819.1:645811-663281,7434,Aculeata
EOG091C0HU2,LOC105449865,23056110,NW_012026819.1:682488-684468,7434,Aculeata
EOG091C0B5H,LOC105449866,23056111,NW_012026819.1:676493-682377,7434,Aculeata
EOG091C0G6N,LOC105449867,23056113,NW_012026819.1:665037-675908,7434,Aculeata
EOG091C00I4,LOC105449868,23056115,NW_012026819.1:684809-725073,7434,Aculeata
EOG091C0882,LOC105449869,23056116,NW_012026819.1:729815-735246,7434,Aculeata
EOG091C0DSI,LOC105449870,23056117,NW_012026819.1:735973-745180,7434,Aculeata
EOG091C0G3F,LOC105449871,23056118,NW_012026819.1:748458-750625,7434,Aculeata
EOG091C0GQ0,LOC105449872,23056120,NW_012026819.1:763278-784961,7434,Aculeata
EOG091C0FV9,LOC105457172,23056123,NW_012026819.1:816664-823371,7434,Aculeata
EOG091C0AWN,LOC105449874,23056128,NW_012026819.1:907749-909658,7434,Aculeata
EOG091C091C,LOC105449875,23056129,NW_012026819.1:916715-919745,7434,Aculeata
EOG091C03VH,LOC105449876,23056130,NW_012026819.1:910304-924245,7434,Aculeata
EOG091C0J0J,LOC105449878,23056131,NW_012026819.1:925500-926607,7434,Aculeata
EOG091C0CVA,LOC105449879,23056132,NW_012026819.1:927270-932952,7434,Aculeata
EOG091C03BI,LOC105449881,23056133,NW_012026819.1:936611-958068,7434,Aculeata
EOG091C0DL7,LOC105449881,23056135,NW_012026819.1:933034-937122,7434,Aculeata
EOG091C09X1,LOC105449882,23056136,NW_012026819.1:963736-1025335,7434,Aculeata
EOG091C04WL,LOC105455188,23056139,NW_012026819.1:1038921-1041532,7434,Aculeata
EOG091C074G,LOC105449884,23056141,NW_012026819.1:1042722-1045614,7434,Aculeata
EOG091C07LD,LOC105449887,23056143,NW_012026819.1:1046458-1050274,7434,Aculeata
EOG091C08T6,LOC105449888,23056145,NW_012026819.1:1056438-1059685,7434,Aculeata
EOG091C08MZ,LOC105449889,23056146,NW_012026819.1:1050312-1055940,7434,Aculeata
EOG091C04G7,LOC105456302,23056150,NW_012026819.1:1065043-1316311,7434,Aculeata
EOG091C0FSD,LOC105449893,23056151,NW_012026819.1:1321385-1325772,7434,Aculeata
EOG091C0A8M,LOC105449893,23056152,NW_012026819.1:1319189-1323188,7434,Aculeata
EOG091C0KD2,LOC105449894,23056153,NW_012026819.1:1325831-1332447,7434,Aculeata
EOG091C04YT,LOC105449896,23056154,NW_012026819.1:1335538-1338856,7434,Aculeata
EOG091C08CW,LOC105460973,23056155,NW_012026819.1:1340885-1344875,7434,Aculeata
EOG091C0JWE,LOC105449898,23056157,NW_012026819.1:1356350-1357170,7434,Aculeata
EOG091C068K,LOC105449900,23056158,NW_012026819.1:1452086-1456691,7434,Aculeata
EOG091C0A98,LOC105452930,23056159,NW_012026819.1:1378423-1478149,7434,Aculeata
EOG091C020O,LOC105449887,23056160,NW_012026819.1:1358377-1374675,7434,Aculeata
EOG091C0GX1,LOC105449903,23056162,NW_012026819.1:1480274-1482123,7434,Aculeata
EOG091C0GK3,LOC105456302,23056163,NW_012026819.1:1528597-1664635,7434,Aculeata
EOG091C0LKC,LOC105449907,23056166,NW_012026819.1:1508288-1510945,7434,Aculeata
EOG091C0ITZ,LOC105459856,23056168,NW_012026819.1:1483336-1523521,7434,Aculeata
EOG091C06E1,LOC105449909,23056171,NW_012026819.1:1690384-1765809,7434,Aculeata
EOG091C0ENY,LOC105449911,23056173,NW_012026819.1:1824944-1827344,7434,Aculeata
EOG091C0DDC,LOC105456942,23056175,NW_012026819.1:1993460-2009027,7434,Aculeata
EOG091C0E0Z,LOC105449916,23056178,NW_012026819.1:1914037-1935351,7434,Aculeata
EOG091C0G5S,LOC105449917,23056179,NW_012026819.1:1908335-1911559,7434,Aculeata
EOG091C0B2Q,LOC105449918,23056180,NW_012026819.1:1827559-1884763,7434,Aculeata
EOG091C0DET,LOC105449919,23056182,NW_012026819.1:2058719-2186332,7434,Aculeata
EOG091C0D3A,LOC105449922,23056185,NW_012026819.1:2200193-2202618,7434,Aculeata
EOG091C04YJ,LOC105449923,23056186,NW_012026819.1:2202887-2207887,7434,Aculeata
EOG091C0186,LOC105449924,23056187,NW_012026819.1:2209224-2218213,7434,Aculeata
EOG091C055K,LOC105449925,23056188,NW_012026819.1:2218912-2221800,7434,Aculeata
EOG091C0E2I,LOC105449926,23056189,NW_012026819.1:2230403-2395547,7434,Aculeata
EOG091C026Z,LOC105449933,23056198,NW_012026819.1:2711131-2721176,7434,Aculeata
EOG091C0LY4,LOC105449934,23056199,NW_012026819.1:2688250-2688919,7434,Aculeata
EOG091C06BZ,LOC105449935,23056206,NW_012026819.1:2768166-2775569,7434,Aculeata
EOG091C0BBS,LOC105449941,23056211,NW_012026819.1:2790217-2792919,7434,Aculeata
EOG091C0AMA,LOC105449941,23056212,NW_012026819.1:2785890-2790313,7434,Aculeata
EOG091C01TY,LOC105449942,23056213,NW_012026819.1:2797140-2829519,7434,Aculeata
EOG091C0A9J,LOC105449944,23056214,NW_012026819.1:2806190-2808854,7434,Aculeata
EOG091C0G59,LOC105449945,23056215,NW_012026819.1:2803905-2805807,7434,Aculeata
EOG091C0T2J,LOC105449947,23056216,NW_012026819.1:3164349-3166121,7434,Aculeata
EOG091C0L9Z,LOC105449954,23056225,NW_012026819.1:3228438-3230651,7434,Aculeata
EOG091C0LL7,LOC105449955,23056227,NW_012026819.1:3243291-3245905,7434,Aculeata
EOG091C0LA7,LOC105449956,23056228,NW_012026819.1:3239308-3242849,7434,Aculeata
EOG091C0A5R,LOC105449958,23056230,NW_012026819.1:3248404-3263959,7434,Aculeata
EOG091C0MI7,LOC105457025,23056232,NW_012027490.1:16584-17345,7434,Aculeata
EOG091C0MMJ,LOC105457029,23056234,NW_012027490.1:19111-20262,7434,Aculeata
EOG091C0I3P,LOC105457029,23056235,NW_012027490.1:17626-19202,7434,Aculeata
EOG091C039K,LOC105457030,23056236,NW_012027490.1:20657-25896,7434,Aculeata
EOG091C0JI4,LOC105457031,23056237,NW_012027490.1:26380-27821,7434,Aculeata
EOG091C0B4O,LOC105457032,23056238,NW_012027490.1:27857-30115,7434,Aculeata
EOG091C06N1,LOC105457033,23056239,NW_012027490.1:30334-35121,7434,Aculeata
EOG091C0H1F,LOC105457034,23056240,NW_012027490.1:35461-37671,7434,Aculeata
EOG091C0HTT,LOC105457037,23056241,NW_012027490.1:41306-43091,7434,Aculeata
EOG091C0332,LOC105457037,23056242,NW_012027490.1:37743-41513,7434,Aculeata
EOG091C01JT,LOC105457038,23056243,NW_012027490.1:43393-95744,7434,Aculeata
EOG091C07KA,LOC105456302,23056244,NW_012027490.1:115387-258867,7434,Aculeata
EOG091C01R5,LOC105457040,23056245,NW_012027490.1:268873-274555,7434,Aculeata
EOG091C0683,LOC105457041,23056246,NW_012027490.1:275120-279727,7434,Aculeata
EOG091C0EMB,LOC105457044,23056247,NW_012027490.1:292174-298323,7434,Aculeata
EOG091C03JE,LOC105457044,23056248,NW_012027490.1:280941-293601,7434,Aculeata
EOG091C09GJ,LOC105457045,23056249,NW_012027490.1:303029-324475,7434,Aculeata
EOG091C01V5,LOC105457048,23056250,NW_012027490.1:339367-349937,7434,Aculeata
EOG091C0787,LOC105457048,23056251,NW_012027490.1:335185-339802,7434,Aculeata
EOG091C0I7Y,LOC105457049,23056252,NW_012027490.1:385346-396733,7434,Aculeata
EOG091C020K,LOC105457050,23056253,NW_012027490.1:357758-382148,7434,Aculeata
EOG091C01F6,LOC105457051,23056256,NW_012027490.1:351229-357647,7434,Aculeata
EOG091C0H64,LOC105457053,23056257,NW_012027490.1:397687-399654,7434,Aculeata
EOG091C0KUZ,LOC105457053,23056258,NW_012027490.1:396826-397834,7434,Aculeata
EOG091C054D,LOC105457054,23056259,NW_012027490.1:400404-404847,7434,Aculeata
EOG091C0CMR,LOC105457057,23056260,NW_012027490.1:444871-475546,7434,Aculeata
EOG091C04OR,LOC105457060,23056266,NW_012027490.1:543566-546886,7434,Aculeata
EOG091C0IXE,LOC105457061,23056267,NW_012027490.1:572923-574398,7434,Aculeata
EOG091C01DX,LOC105457062,23056268,NW_012027490.1:552489-584909,7434,Aculeata
EOG091C08CQ,LOC105457066,23056269,NW_012027490.1:596666-602304,7434,Aculeata
EOG091C0EWM,LOC105457065,23056270,NW_012027490.1:597189-599306,7434,Aculeata
EOG091C0092,LOC105457066,23056271,NW_012027490.1:585511-597176,7434,Aculeata
EOG091C0IKV,LOC105457067,23056272,NW_012027490.1:602849-604643,7434,Aculeata
EOG091C0AHA,LOC105457068,23056273,NW_012027490.1:605109-612443,7434,Aculeata
EOG091C044B,LOC105457070,23056274,NW_012027490.1:617999-622718,7434,Aculeata
EOG091C09DV,LOC105457073,23056275,NW_012027490.1:615579-617876,7434,Aculeata
EOG091C0KL9,LOC105457072,23056276,NW_012027490.1:613719-614934,7434,Aculeata
EOG091C0KHJ,LOC105457073,23056277,NW_012027490.1:612648-615711,7434,Aculeata
EOG091C06F0,LOC105457074,23056278,NW_012027490.1:622756-625379,7434,Aculeata
EOG091C0C3G,LOC105457075,23056279,NW_012027490.1:625526-627392,7434,Aculeata
EOG091C0DKD,LOC105457077,23056281,NW_012027490.1:631189-643289,7434,Aculeata
EOG091C0A77,LOC105457078,23056282,NW_012027490.1:645081-647484,7434,Aculeata
EOG091C07FA,LOC105457080,23056283,NW_012027490.1:650568-653703,7434,Aculeata
EOG091C0ETC,LOC105457080,23056284,NW_012027490.1:647763-652637,7434,Aculeata
EOG091C0J4I,LOC105457081,23056285,NW_012027490.1:654876-656159,7434,Aculeata
EOG091C04BY,LOC105457082,23056286,NW_012027490.1:657560-663025,7434,Aculeata
EOG091C00NM,LOC105457086,23056289,NW_012027490.1:719039-737275,7434,Aculeata
EOG091C094D,LOC105457088,23056293,NW_012027490.1:824737-826983,7434,Aculeata
EOG091C0AC4,LOC105457089,23056294,NW_012027490.1:828880-830798,7434,Aculeata
EOG091B0A0R,LOC105457090,23056295,NW_012027490.1:834585-837579,7399,Hymenoptera
EOG090X0BX5,LOC105460669,23056299,NW_012027716.1:13317-13567,6656,Arthropoda
EOG091G00GK,LOC105451863,23056300,NW_012026848.1:537-1016,33208,Metazoa
